identity_key,boundary_flags,candidate_state
index_finger_raised,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
index_fingers_raised,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
index_fingers_together,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
interlocked_fingers,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
interlocked_toes,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
inugami-ke_no_ichizoku_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
inward_v,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
inward_w,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
ishidaki,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
jogging,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
jojo_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
jonathan_joestar's_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
jumping,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
kagurabachi_pose_(meme),,CLEAN_FOR_FRESH_HOLDOUT_V14_2
kakyoin_noriaki's_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
kamina_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
kibasen,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
kickflip,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
kill_me_dance,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
killer_queen's_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
kirara_jump,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
kitsune_dance,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
kneeling,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
koi_dance,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
kongou_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
kujo_jotaro's_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
kyoudaidon,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
last_shooting,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
leaning,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
leaning_back,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
leaning_forward,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
leaning_in,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
leaning_out_of_window,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
leaning_to_the_side,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
leaving,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
leg_behind_shoulder,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
leg_lift,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
legs_behind_head,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
legs_folded,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
legs_on_table,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
legs_together,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
letter_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
levitation,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
lifted_by_balloons,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
lifted_by_cursor,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
lifted_by_tail,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
liftoff,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
