identity_key,general_path,confidence,risk_tokens,candidate_class
sailor,PERSON_COUNT,HIGH,,NON_SEXUAL
sailor_chibi_moon_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
sailor_jupiter_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
sailor_mars_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
sailor_mercury_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
sailor_moon_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
sailor_saturn_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
sailor_senshi,PERSON_COUNT,HIGH,,NON_SEXUAL
sailor_senshi_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
sailor_swimsuit_(idolmaster),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
sailor_uranus_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
sailor_venus_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
sainan_high_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
saint_mary's_academy_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
saint_quartz_(fate),OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
saiyan,PERSON_COUNT,MEDIUM,,NON_SEXUAL
sakae_general_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
sakakino_academy_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
sakata_gintoki_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
sakazuki,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sake,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
sake_barrel,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sake_bottle,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sakigei_municipal_academy_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
sakihata_rimi's_d-sword,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
sakugawa_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
sakura_card,OBJECT_PROP/DAILY,MEDIUM,,NON_SEXUAL
sakura_five,PERSON_COUNT,MEDIUM,,NON_SEXUAL
sakura_futaba_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
sakura_kyoko_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
sakura_miko_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
sakura_mochi,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
sakuragaoka_high_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
salad,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
salad_bowl,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
salaryman,PERSON_COUNT,HIGH,,NON_SEXUAL
salmiakki,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
salmon,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
salt,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
salt_middle_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
salt_shaker,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sam_browne_belt,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
sam_porter_bridges_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
samba_costume,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
samidare_(kancolle)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
samurai,PERSON_COUNT,HIGH,,NON_SEXUAL
samurai_jacket_(cyberpunk),PERSON_COUNT,HIGH,,NON_SEXUAL
samus's_gunship,OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
samus_aran_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
san_(mononoke_hime)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
sanbaka_anniversary_outfit,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
sand_bucket,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sand_castle,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sand_sculpture,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sandbag,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sandogasa,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
sandwich,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
sandwich_board,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sandwich_cookie,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
sangheili,PERSON_COUNT,MEDIUM,,NON_SEXUAL
sankyoin_academy_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
sans_(undertale)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
sanshoku_dango,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
sanshuu_middle_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
santa_cape,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
santa_costume,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
santoku_knife,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sao_survivor_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
saori_(blue_archive)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
saotome_academy_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
sapporo_beer,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
sarayashiki_junior_high_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
sarcophagus,OBJECT_PROP,HIGH,,NON_SEXUAL
sardine,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
sarkany_csont_landzsa,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
sash_bow,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
sashimi,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
sashimono,CLOTHING/ACCESSORY,MEDIUM,,NON_SEXUAL
sasumata,OBJECT_PROP/WEAPON,MEDIUM,,NON_SEXUAL
satchel,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
satellite,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
satellite_cannon,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
satellite_dish,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
satin_sheets,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
satogahama_baseball_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
satogahama_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
satyr,PERSON_COUNT,HIGH,,NON_SEXUAL
sauce,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
saucepan,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
saucer,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
saunders_military_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
saunders_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
saury,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
sausage,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
savanaclaw_dorm_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
saw,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
saw_cleaver,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
sawed-off_shotgun,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
saxophone,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
saya_(scabbard),CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
sbd_dauntless,OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
scabbard,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
scale_armor,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
scallop,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
scalp_massager,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
scalpel,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
scamp_(kancolle)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
scarabia_dorm_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
scathach_(fate)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
scepter,OBJECT_PROP/WEAPON,MEDIUM,,NON_SEXUAL
schecter_guitar,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
school_bag,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
school_briefcase,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
school_bus,OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
school_chair,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
school_desk,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
school_nurse,PERSON_COUNT,HIGH,,NON_SEXUAL
school_swimsuit_flap,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
school_wear_(idolmaster),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
scientist,PERSON_COUNT,HIGH,,NON_SEXUAL
scimitar,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
scissor_blade_(kill_la_kill),OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
scissor_doors,OBJECT_PROP/VEHICLE,MEDIUM,,NON_SEXUAL
scissors,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
scissors_hair_ornament,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
sconce,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
scone,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
scoop_neck,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
scooter,OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
scope,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
scorpion_girl,PERSON_COUNT,HIGH,,NON_SEXUAL
scout_(tf2)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
scout_car,OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
scout_movement,PERSON_COUNT,MEDIUM,,NON_SEXUAL
scout_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
scouter,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
scrambled_egg,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
scrapbook,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
screen,OBJECT_PROP/DAILY,MEDIUM,,NON_SEXUAL
screw,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
screw_hair_ornament,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
scroll,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
scroll_tube,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
scrunchie,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
scuba_tank,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sculpture,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
scythe,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
sd_card,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sea_angel_girl,PERSON_COUNT,HIGH,,NON_SEXUAL
sea_slug_girl,PERSON_COUNT,HIGH,,NON_SEXUAL
seafood,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
seaplane,OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
seashell,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
seatbelt,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
second_wangan_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
secret_stone,OBJECT_PROP/DAILY,MEDIUM,,NON_SEXUAL
security_camera,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
security_guard,PERSON_COUNT,HIGH,,NON_SEXUAL
security_shutter,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
see-through_frills,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
see-through_magazine_(weapon),OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
see-through_ribbon,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
see-through_strap,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
see-through_towel,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
seed_uniform_(ff8),CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
seesaw,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sega_dreamcast,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sega_game_gear,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sega_mega_drive,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sega_saturn,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
segment_display,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
segway,OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
seia_(blue_archive)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
seidoukan_academy_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
seigetsu_academy_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
seijou_academy_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
seijou_baseball_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
seimei_high_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
seio_girls'_academy_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
seiou_gakuen_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
seiren_academy_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
seisen_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
seisho_music_academy_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
seishou_elementary_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
seishou_middle_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
seitetsu_academy_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
seiyo_academy_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
sekiba_girls'_high_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
selection_university_military_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
selene_(pokemon)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
selene_girls_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
self-cosplay,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
self-propelled_artillery,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
selfie_stick,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
semi_truck,OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
semovente_75/18,OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
senbei,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
sengoku_nadeko_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
senkou_high_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
sennheiser,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
senriyama_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
sentient_stuffed_toy,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sentry,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
sephiroth_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
serafuku,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
serbu_super-shorty,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
serena_(pokemon)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
serendia_academy_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
serrated_blade,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
serrated_knife,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
serval_(kemono_friends)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
servant,PERSON_COUNT,HIGH,,NON_SEXUAL
server,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
serving,ACTION_CONTACT/OBJECT_USE,HIGH,,NON_SEXUAL
serving_cart,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
serving_dome,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
servo-skull,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sesame_seeds,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
sessyoin_kiara_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
set_square,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
seven-branched_sword,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
seven_association_south_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
seven_sisters_high_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
sewer_grate,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sewing,ACTION_CONTACT/OBJECT_USE,HIGH,,NON_SEXUAL
sewing_kit,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sewing_machine,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sewing_needle,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sewing_pin,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sextuplets,PERSON_COUNT,HIGH,,NON_SEXUAL
sh-60_seahawk,OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
shachihoko,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shadow_the_hedgehog_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shakujou,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shaman,PERSON_COUNT,HIGH,,NON_SEXUAL
shameimaru_aya_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shamisen,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shamoji,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shampoo,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shampoo_bottle,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shantae_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shanzha_(fruit),OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
shaped_lollipop,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
shards,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shared_blanket,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shared_earphones,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shared_improvised_umbrella,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shared_pocket,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shared_speech_bubble,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shared_straw,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shared_thought_bubble,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shared_umbrella,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shared_weapon,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shark_boy,PERSON_COUNT,HIGH,,NON_SEXUAL
shark_costume,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shark_girl,PERSON_COUNT,HIGH,,NON_SEXUAL
shark_hair_ornament,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
sharpening,ACTION_CONTACT/OBJECT_USE,HIGH,,NON_SEXUAL
shashka,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
shaved_ice,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
shaving,ACTION_CONTACT/OBJECT_USE,HIGH,,NON_SEXUAL
shaving_another,ACTION_CONTACT/OBJECT_USE,HIGH,,NON_SEXUAL
shaving_beard,ACTION_CONTACT/OBJECT_USE,HIGH,,NON_SEXUAL
shaving_cream,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shawl_lapels,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
shearing,ACTION_CONTACT/OBJECT_USE,HIGH,,NON_SEXUAL
shears,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sheath,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
sheathed,OBJECT_PROP/WEAPON,MEDIUM,,NON_SEXUAL
sheathing,ACTION_CONTACT/OBJECT_USE,HIGH,,NON_SEXUAL
sheep_boy,PERSON_COUNT,HIGH,,NON_SEXUAL
sheep_costume,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
sheep_girl,PERSON_COUNT,HIGH,,NON_SEXUAL
sheep_hair_ornament,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
sheet_ghost,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
sheet_music,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sheikah_slate,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shelf,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shell,OBJECT_PROP/DAILY,MEDIUM,,NON_SEXUAL
shell_brooch,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
shell_casing,OBJECT_PROP/DAILY,MEDIUM,,NON_SEXUAL
shell_earrings,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
shell_hair_ornament,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
shell_necklace,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
shell_to_ear,ACTION_CONTACT/OBJECT_USE,HIGH,,NON_SEXUAL
shelving_book,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shendyt,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shenhe_(genshin_impact)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shepherd,PERSON_COUNT,HIGH,,NON_SEXUAL
shepherd's_crook,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sherbet_glass,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
sheriff_(western),PERSON_COUNT,HIGH,,NON_SEXUAL
sheriff_badge,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
sherlock_holmes_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
sherman_firefly,OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
sheryl_nome_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shi_association_south_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
shiba_koen_middle_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
shibahama_high_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
shibuya_rin_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shichirin,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shichiten_shichitou,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
shide,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shide_hair_ornament,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
shield,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
shield_hair_ornament,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
shield_module,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
shift_car,OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
shigure_(kancolle)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shigure_kai_ni_(kancolle)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shigure_kai_san_(kancolle)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shigure_ui_(vtuber)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shihakusho,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shiitake,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
shiki_eiki_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shikigami,PERSON_COUNT,MEDIUM,,NON_SEXUAL
shikishi,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shimakaze_(kancolle)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shimekazari,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shimenawa,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shimiko_(blue_archive)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shimizu_hinako_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shimokitazawa_high_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
shin_ramyun,OBJECT_PROP/FOOD,HIGH,,NON_SEXUAL
shin_strap,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
shinai,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
shinda_sekai_sensen_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
shindouji_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
shinigami,PERSON_COUNT,HIGH,,NON_SEXUAL
shinjou_akane_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shinju-kan_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
shinkansen,OBJECT_PROP/VEHICLE,HIGH,,NON_SEXUAL
shinku_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shinsen_middle_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
shinsengumi,PERSON_COUNT,HIGH,,NON_SEXUAL
ship,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
ship's_wheel,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
ship_in_a_bottle,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
ship_turret,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shipping_container,OBJECT_PROP/DAILY,HIGH,,NON_SEXUAL
shirahana_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
shirai_kuroko_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shiraitodai_school_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
shirakami_fubuki_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shiranui_(kancolle)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shirasaya,OBJECT_PROP/WEAPON,HIGH,,NON_SEXUAL
shiratorizawa_volleyball_uniform,CLOTHING/UNIFORM,HIGH,,NON_SEXUAL
shiratsuyu_(kancolle)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shirogane_noel_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shiroko_(blue_archive)_(cosplay),CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shiromuku,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shiroshouzoku,CLOTHING/COSTUME,HIGH,,NON_SEXUAL
shirt_belt,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
shirt_bow,CLOTHING/ACCESSORY,HIGH,,NON_SEXUAL
