identity_key,priority_band,is_general,is_special,general_primary_path,special_id,generation_family,issue104_risk
skirt_tug,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2315,CLOTHING_EXPOSURE,NO
take_your_pick,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,57,POSE_COMPOSITION,NO
scrotum_piercing,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1049,IMPLEMENT_OBJECT,NO
naked_bowtie,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2432,,NO
back_boob,P1_SPECIAL_OR_OVERLAP,NO,YES,,2685,,NO
gigantic_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,582,BODY_ATTRIBUTE,NO
cooperative_grinding,P1_SPECIAL_OR_OVERLAP,NO,YES,,1677,,NO
reverse_nursing_fingering,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,840,ACTION_INTERACTION,NO
spreading_own_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,512,SELF_ACTION,NO
visible_nipples,P1_SPECIAL_OR_OVERLAP,NO,YES,,676,,NO
attempted_rape,P1_SPECIAL_OR_OVERLAP,NO,YES,,438,,NO
groupsex,P1_SPECIAL_OR_OVERLAP,NO,YES,,245,,NO
shemale,P1_SPECIAL_OR_OVERLAP,NO,YES,,1656,,NO
mindflayer,P1_SPECIAL_OR_OVERLAP,YES,YES,,1871,NONHUMAN_INTERACTION,NO
erect_nipples_under_clothes,P1_SPECIAL_OR_OVERLAP,NO,YES,,1254,,NO
cunillingus,P1_SPECIAL_OR_OVERLAP,NO,YES,,1622,,NO
pussy_juice_drip_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,561,FLUID_STATE_ACTION,NO
covered_erect_nipples,P1_SPECIAL_OR_OVERLAP,NO,YES,,1251,,NO
glans,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2747,,NO
cleavage_cutout_tug,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2494,,NO
testicles_cross-section,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1141,,NO
hadaka_apron,P1_SPECIAL_OR_OVERLAP,NO,YES,,2682,,NO
one-piece_swimsuit_pull,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,2231,CLOTHING_EXPOSURE,NO
torogao,P1_SPECIAL_OR_OVERLAP,YES,YES,EXPRESSION_EMOTION,650,REACTION_STATE,NO
clothed_female_nude_female,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2389,CLOTHING_EXPOSURE,NO
licking_thigh,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2946,ACTION_INTERACTION,NO
bound_calves,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,1901,RESTRAINT_ACTION,NO
prolapse,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1759,BODY_STATE,NO
bikini_briefs,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,2197,CLOTHING_EXPOSURE,NO
triple_amputee,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1769,DAMAGE_STATE_ACTION,NO
nude_tabard,P1_SPECIAL_OR_OVERLAP,NO,YES,,2591,,NO
kimono_down,P1_SPECIAL_OR_OVERLAP,NO,YES,,2272,,NO
see-through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,2120,CLOTHING_EXPOSURE,NO
grabbing_own_breast,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2030,ACTION_INTERACTION,NO
wiffle_gag,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/COSTUME,2507,RESTRAINT_IMPLEMENT,NO
ovulation,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2961,BODY_STATE,NO
shibari_under_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,1931,RESTRAINT_ACTION,NO
cat_testicles,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1165,,NO
felatio,P1_SPECIAL_OR_OVERLAP,NO,YES,,1593,,NO
tentacle_rape,P1_SPECIAL_OR_OVERLAP,NO,YES,,443,,NO
animal_sexualization,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1242,NONHUMAN_INTERACTION,NO
shirt_up,P1_SPECIAL_OR_OVERLAP,NO,YES,,2771,,NO
glory_hole,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,500,SCENE_CONTEXT,NO
guided_breast_grab,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2031,ACTION_INTERACTION,NO
standing_69,P1_SPECIAL_OR_OVERLAP,NO,YES,,1685,,NO
nipple_censor,P1_SPECIAL_OR_OVERLAP,NO,YES,,1378,,NO
bare_naked,P1_SPECIAL_OR_OVERLAP,NO,YES,,640,,NO
looking_at_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,GAZE_ORIENTATION,961,ACTION_INTERACTION,NO
clitoris_slip,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,521,BODY_ATTRIBUTE,NO
male_ryona,P1_SPECIAL_OR_OVERLAP,NO,YES,,1445,,NO
underbreast,P1_SPECIAL_OR_OVERLAP,NO,YES,,2643,,NO
nipple_jewelry,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,776,,NO
nipple_fuck,P1_SPECIAL_OR_OVERLAP,NO,YES,,1456,,NO
dirty_talk,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2329,CONTEXT_MODIFIER,NO
tentacles_under_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,1851,NONHUMAN_INTERACTION,NO
octopus_boy,P1_SPECIAL_OR_OVERLAP,YES,YES,LIVING_NATURE/CREATURE,1873,NONHUMAN_INTERACTION,NO
vomiting_rainbows,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT,2425,FLUID_STATE_ACTION,NO
hands_bound,P1_SPECIAL_OR_OVERLAP,NO,YES,,1944,,NO
implied_erection,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2751,CONTEXT_MODIFIER,NO
clothes_pull,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2793,CLOTHING_EXPOSURE,NO
whipping_hair,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2501,,NO
penis_sheath,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,706,CLOTHING_EXPOSURE,NO
star_pasties,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,2397,CLOTHING_EXPOSURE,NO
strap_on,P1_SPECIAL_OR_OVERLAP,NO,YES,,1649,,NO
