identity_key,priority_band,is_general,is_special,general_primary_path,special_id,generation_family,issue104_risk
blue_anus,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,962,,NO
wringing_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2317,CLOTHING_EXPOSURE,NO
purple_blindfold,P1_SPECIAL_OR_OVERLAP,NO,YES,,2598,,NO
spread_anus,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2,BODY_ATTRIBUTE,NO
bouncing_ass,P1_SPECIAL_OR_OVERLAP,YES,YES,POSE_MOVEMENT,2850,CLOTHING_EXPOSURE,NO
large_nipples,P1_SPECIAL_OR_OVERLAP,NO,YES,,1352,,NO
foursome,P1_SPECIAL_OR_OVERLAP,YES,YES,PERSON_COUNT,230,MULTI_ACTOR_INTERACTION,NO
semen_on_ass,P1_SPECIAL_OR_OVERLAP,NO,YES,,1344,,NO
golden_shower_play,P1_SPECIAL_OR_OVERLAP,NO,YES,,1998,,NO
drugged,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1805,BODY_STATE,NO
horse_anus,P1_SPECIAL_OR_OVERLAP,NO,YES,,1009,,NO
dark_labia,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,785,,NO
backless_outfit,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2206,CLOTHING_EXPOSURE,NO
magic_penis,P1_SPECIAL_OR_OVERLAP,NO,YES,,1347,,NO
frotting,P1_SPECIAL_OR_OVERLAP,NO,YES,,1657,,NO
strip,P1_SPECIAL_OR_OVERLAP,NO,YES,,2779,,NO
fondling_testicles,P1_SPECIAL_OR_OVERLAP,NO,YES,,1404,,NO
girl_on_top,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,1749,POSE_COMPOSITION,NO
removing_maebari,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2499,,NO
virgin_killer_sweater,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,2526,CLOTHING_EXPOSURE,NO
licking_own_penis,P1_SPECIAL_OR_OVERLAP,NO,YES,,1494,,NO
implied_object_insertion,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,986,CONTEXT_MODIFIER,NO
clitoris_chain,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1029,,NO
penis_on_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,693,DIRECT_COMPOSITE,NO
open_legs,P1_SPECIAL_OR_OVERLAP,NO,YES,,2760,,NO
nude_male_clothed_male,P1_SPECIAL_OR_OVERLAP,NO,YES,,2589,,NO
dick,P1_SPECIAL_OR_OVERLAP,NO,YES,,1247,,NO
buttsex,P1_SPECIAL_OR_OVERLAP,NO,YES,,168,,NO
pussy_spread,P1_SPECIAL_OR_OVERLAP,NO,YES,,1300,,NO
center_opening,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2213,CLOTHING_EXPOSURE,NO
breast-to-pectoral_docking,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2435,,NO
crossdressing_(ftm),P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2366,CLOTHING_EXPOSURE,NO
skeleton,P1_SPECIAL_OR_OVERLAP,YES,YES,LIVING_NATURE/CREATURE,2167,DAMAGE_STATE_ACTION,NO
grinding_(sexual),P1_SPECIAL_OR_OVERLAP,NO,YES,,1377,,NO
penis_earrings,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,1176,,NO
foot_licking,P1_SPECIAL_OR_OVERLAP,NO,YES,,1662,,NO
nipple_ring,P1_SPECIAL_OR_OVERLAP,NO,YES,,1369,,NO
testicles_touching,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,709,DIRECT_COMPOSITE,NO
toe_sucking,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2915,ACTION_INTERACTION,NO
clothed_female_naked_female,P1_SPECIAL_OR_OVERLAP,NO,YES,,2567,,NO
anal_plug,P1_SPECIAL_OR_OVERLAP,NO,YES,,1357,,NO
stealth_footjob,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1130,,NO
presenting_pussy,P1_SPECIAL_OR_OVERLAP,NO,YES,,1405,,NO
panel_gag,P1_SPECIAL_OR_OVERLAP,YES,YES,STYLE_QUALITY_META,2508,RESTRAINT_IMPLEMENT,NO
restraint_devices,P1_SPECIAL_OR_OVERLAP,NO,YES,,1949,,NO
overboob,P1_SPECIAL_OR_OVERLAP,NO,YES,,2636,,NO
piledriver_(sex),P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,793,POSE_COMPOSITION,NO
rape_eyes,P1_SPECIAL_OR_OVERLAP,NO,YES,,1379,,NO
choking_play,P1_SPECIAL_OR_OVERLAP,NO,YES,,1975,,NO
holding_pregnancy_test,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/OBJECT_USE,2877,ACTION_INTERACTION,NO
touching_another's_crotch,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2974,ACTION_INTERACTION,NO
oppai,P1_SPECIAL_OR_OVERLAP,NO,YES,,2633,,NO
spread_pussy_under_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,760,CLOTHING_EXPOSURE,NO
presenting_own_body,P1_SPECIAL_OR_OVERLAP,YES,YES,POSE_MOVEMENT,49,POSE_COMPOSITION,NO
imminent_breast_grab,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2931,ACTION_INTERACTION,NO
naked_hoodie,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2286,CLOTHING_EXPOSURE,NO
foreskin_biting,P1_SPECIAL_OR_OVERLAP,NO,YES,,1564,,NO
bound_torso,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,1910,RESTRAINT_ACTION,NO
stomach_bulge,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,199,BODY_STATE,NO
handcuff,P1_SPECIAL_OR_OVERLAP,NO,YES,,2674,,NO
implied_vaginal,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1048,CONTEXT_MODIFIER,NO
breast_suck,P1_SPECIAL_OR_OVERLAP,NO,YES,,2672,,NO
caught,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2149,SCENE_CONTEXT,NO
naked_paint,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2409,CLOTHING_EXPOSURE,NO
nude_male_clothed_female,P1_SPECIAL_OR_OVERLAP,NO,YES,,2536,,NO
pantyhose_on_penis,P1_SPECIAL_OR_OVERLAP,NO,YES,,1528,,NO
implied_self-mutilation,P1_SPECIAL_OR_OVERLAP,NO,YES,,2752,,NO
chocolate_on_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,1075,DIRECT_COMPOSITE,NO
sucking_penis,P1_SPECIAL_OR_OVERLAP,NO,YES,,1284,,NO
autocunnilingus,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,680,SELF_ACTION,NO
side_boobs,P1_SPECIAL_OR_OVERLAP,NO,YES,,2640,,NO
yoke_(bdsm),P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP,2787,RESTRAINT_IMPLEMENT,NO
fleshlight,P1_SPECIAL_OR_OVERLAP,NO,YES,,608,,NO
mons_pubis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2018,BODY_ATTRIBUTE,NO
veiny_tentacles,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1890,NONHUMAN_INTERACTION,NO
ball_insertion,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,936,,NO
