identity_key,priority_band,is_general,is_special,general_primary_path,special_id,generation_family,issue104_risk
blood_from_mouth,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2822,DAMAGE_STATE_ACTION,NO
bare_ass,P1_SPECIAL_OR_OVERLAP,NO,YES,,1810,,NO
strap-on,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,287,IMPLEMENT_OBJECT,NO
bouncing_breasts,P1_SPECIAL_OR_OVERLAP,YES,YES,POSE_MOVEMENT,2802,CLOTHING_EXPOSURE,NO
naked_randoseru,P1_SPECIAL_OR_OVERLAP,NO,YES,,2546,,NO
navel_insertion,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,958,,NO
blindfolded,P1_SPECIAL_OR_OVERLAP,NO,YES,,2663,,NO
chocolate_on_nipples,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,829,DIRECT_COMPOSITE,NO
naked_armor,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2438,,NO
precum_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,814,,NO
black_chastity_cage,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP,1066,,NO
panty,P1_SPECIAL_OR_OVERLAP,NO,YES,,2637,,NO
clitoris_peek,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1023,CLOTHING_EXPOSURE,NO
newhalf_with_male,P1_SPECIAL_OR_OVERLAP,YES,YES,PERSON_COUNT,2348,RELATION_ROLE_CONTEXT,NO
naked_sleeves,P1_SPECIAL_OR_OVERLAP,NO,YES,,2530,,NO
tattoo_between_breasts,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2968,CLOTHING_EXPOSURE,NO
strappado,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1937,RESTRAINT_ACTION,NO
semen_on_figure,P1_SPECIAL_OR_OVERLAP,NO,YES,,1509,,NO
spread_anus_under_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,922,CLOTHING_EXPOSURE,NO
money_in_cleavage,P1_SPECIAL_OR_OVERLAP,NO,YES,,2602,,NO
on_side,P1_SPECIAL_OR_OVERLAP,YES,YES,POSE_MOVEMENT,1754,POSE_COMPOSITION,NO
rori,P1_SPECIAL_OR_OVERLAP,NO,YES,,1576,,NO
bustier,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,2083,CLOTHING_EXPOSURE,NO
pectoral_grab,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,702,ACTION_INTERACTION,NO
ball_bra,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,2196,CLOTHING_EXPOSURE,NO
missionary_position,P1_SPECIAL_OR_OVERLAP,NO,YES,,136,,NO
rusty_trombone,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,108,ACTION_INTERACTION,NO
tape_blindfold,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,2485,,NO
no_underwear_(male),P1_SPECIAL_OR_OVERLAP,NO,YES,,2731,,NO
ball_bite,P1_SPECIAL_OR_OVERLAP,NO,YES,,1688,,NO
purple_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,987,,NO
butt_hole,P1_SPECIAL_OR_OVERLAP,NO,YES,,1582,,NO
mole_on_thigh,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2829,BODY_STATE,NO
cumpool,P1_SPECIAL_OR_OVERLAP,NO,YES,,1638,,NO
coaching_(sexual),P1_SPECIAL_OR_OVERLAP,NO,YES,,1440,,NO
ero,P1_SPECIAL_OR_OVERLAP,NO,YES,,1698,,NO
pantsu,P1_SPECIAL_OR_OVERLAP,NO,YES,,2761,,NO
implied_peeing,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2475,CONTEXT_MODIFIER,NO
after_footjob,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,8,CONTEXT_MODIFIER,NO
penis_on_ass,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,692,DIRECT_COMPOSITE,NO
blood_on_shoulder,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2923,DAMAGE_STATE_ACTION,NO
kimono_open,P1_SPECIAL_OR_OVERLAP,NO,YES,,2273,,NO
bikini_visible_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2897,CLOTHING_EXPOSURE,NO
food_in_pussy,P1_SPECIAL_OR_OVERLAP,NO,YES,,1444,,NO
tentacle_around_neck,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,1879,NONHUMAN_INTERACTION,NO
facial,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,367,FLUID_STATE_ACTION,NO
bukake,P1_SPECIAL_OR_OVERLAP,NO,YES,,1619,,NO
bleeding,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2163,DAMAGE_STATE_ACTION,NO
gory,P1_SPECIAL_OR_OVERLAP,NO,YES,,1784,,NO
spreading_another's_anus,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,787,ACTION_INTERACTION,NO
penis_biting,P1_SPECIAL_OR_OVERLAP,NO,YES,,1515,,NO
footjob_over_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,863,ACTION_INTERACTION,NO
blood_from_neck,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2949,DAMAGE_STATE_ACTION,NO
tentacle_tail,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1885,NONHUMAN_INTERACTION,NO
gag_harness,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,1826,RESTRAINT_IMPLEMENT,NO
bitchsuit,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/COSTUME,2076,CLOTHING_EXPOSURE,NO
head_under_another's_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2914,CLOTHING_EXPOSURE,NO
surrounded_by_penises,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,730,DIRECT_COMPOSITE,NO
strapon,P1_SPECIAL_OR_OVERLAP,NO,YES,,1396,,NO
bdsm,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,416,CONTEXT_MODIFIER,NO
nipple_sleeves,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,975,,NO
