identity_key,priority_band,is_general,is_special,general_primary_path,general_status,general_confidence,special_id,generation_family,generation_role,issue104_risk,prior_evidence,sample_rank,reviewed_class,review_status,review_reason
ball_bra,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,,HIGH,2196,CLOTHING_EXPOSURE,visual_state,NO,,3a98abb259dc8df2cebc0cfb7ed5100a60b9f73514f32693d302cb504b30a7d6,,,
missionary_position,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,136,,,NO,,3aa0e77b9bdb7f4bcf20a1bcac731b20bd3d9ca646b93d8dec039f398e05a3c3,,,
rusty_trombone,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,108,ACTION_INTERACTION,action,NO,,3aa6a4d8762a7fbb3340031a8dcdc2f85c0c43ac64c823faae84d01d9d1501f2,,,
tape_blindfold,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,,HIGH,2485,,,NO,,3accd255da555a0ccdf09d7245b794ca5e4d1cd545c563ab0fcf72a81edc8df2,,,
no_underwear_(male),P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2731,,,NO,,3adc1d54afd806d94b26aa473944405412fb0369c6cc883258c96c3d7b4ecb2b,,,
ball_bite,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1688,,,NO,,3b07c096132119e36b80ffd2184c8419625fa3f90a3cf95b836f849fd90aeb43,,,
purple_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,987,,,NO,,3b2d4bcc3eabc3826552045848c00769455a20b6274bf2d63e0991a5a992b8e7,,,
butt_hole,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1582,,,NO,,3b2e6a07a3ba563658b101fdddb1c4a4db5c4dd33137b4f63842de958a11563a,,,
mole_on_thigh,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,2829,BODY_STATE,body_state,NO,,3b34420b68bb023c093865403677ed9bb277c9ef8018f6eb56eee9c4ddd35a50,,,
cumpool,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1638,,,NO,,3b403a9e48e6ae4c30aa03421dbdc71e8e36c2c12950393d4c125cfb05a4cbc6,,,
coaching_(sexual),P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1440,,,NO,,3b55892836d5e83b2c89fb76f2adb9fe06e5e675761c0a7f44964868ba0d2171,,,
ero,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1698,,semantic_support,NO,,3b71249464d1f23ae145033a4e66f62f9af7af5e5dff3dcb6408afad201a831d,,,
pantsu,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2761,,,NO,,3b8a446b446ff1f74a8ca0211311285aa5e3b29aa43ccca947fcf0b3950db174,,,
implied_peeing,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,MEDIUM,2475,CONTEXT_MODIFIER,semantic_support,NO,,3ba1f8fef893ec7fd7b3cfc6c056b795c434894d7802350bd0ba38bd3f21582a,,,
after_footjob,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,8,CONTEXT_MODIFIER,temporal_or_implied_context,NO,,3bb6b0a0d8238e84de5f9533da72842baa81629eb556de7c9faf2b2e022ee1d8,,,
penis_on_ass,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,692,DIRECT_COMPOSITE,spatial_relation,NO,,3bc8923f0aae4b4dc04360df073e22d09d4e9ab3cd4b653e450f1ce770248e88,,,
blood_on_shoulder,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,2923,DAMAGE_STATE_ACTION,state_or_action,NO,,3bde8b6c457a5423c07b7bb07b87d4b4933f635093579aa4e23cd970a198847f,,,
kimono_open,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2273,,semantic_support,NO,,3bf53206fe238b1456f7add631e71460b73053b8afa114eee967d25695bd7952,,,
bikini_visible_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2897,CLOTHING_EXPOSURE,visual_state,NO,,3c200804ed5e5a0471eb4ad328f0ca7bc468d6357a873cc13a8f6c053837475e,,,
food_in_pussy,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1444,,,NO,,3c3570aaea38bd67adfbfdcf3cd6263496b8d7cc8b9b57bab8bfd5dafba7ad9c,,,
tentacle_around_neck,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,1879,NONHUMAN_INTERACTION,compound_concept,NO,,3c492bfc8da1bfca4afc3ff889cb7e7da89bf4d89c62c70e3906cdb08ada86bc,,,
facial,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,367,FLUID_STATE_ACTION,effect_or_action,NO,,3c628656d9e23ab58be813ba20fb9e1eb3f76268695072b90cc6ca256b5305bb,,,
bukake,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1619,,,NO,,3c6ec2e7b606aa3780a1e37f39e813cd29521305eddc58127ebdbfabc590bd31,,,
bleeding,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,MEDIUM,2163,DAMAGE_STATE_ACTION,state_or_action,NO,,3c73f15ef3a76c5095b5fd377ca94bb659b5fba3d4a22ee912b9e00b449c4253,,,
gory,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1784,,semantic_support,NO,,3c98db49ccfd6a6d7d96c46f3bc6798380b5897e22101f59f640994b4ee6a036,,,
spreading_another's_anus,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,787,ACTION_INTERACTION,action,NO,,3cdae8d10405aa13a36d6be783a9f89320c4f4625bd83cd49f706b75b59da548,,,
penis_biting,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1515,,,NO,,3ce3169cd2e4a6d5bba6d5544fa94b6162b3a256d4f2eeff2875707145a2b863,,,
footjob_over_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,863,ACTION_INTERACTION,action,NO,,3d0f1712ead129f8774e659ff9c2c39472cc2144300f8c995066bd080192efaf,,,
blood_from_neck,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,2949,DAMAGE_STATE_ACTION,state_or_action,NO,,3d2927cb0f56940279def045130fe033a15c65771dfb122d87a8542526dffae4,,,
tentacle_tail,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,1885,NONHUMAN_INTERACTION,compound_concept,NO,,3d33f85891336a7c3d8d6de0424c8e5c79af0bdea1074ce8bf45a6157f4fea62,,,
gag_harness,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,,HIGH,1826,RESTRAINT_IMPLEMENT,restraint,NO,,3d536ae1281822620f699497eac588d3f256ae2ea742c6e15475a6a6cd4bbfca,,,
bitchsuit,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/COSTUME,,MEDIUM,2076,CLOTHING_EXPOSURE,visual_state,NO,,3d55fb420ef3661e4ef061d0a21ec8d794aca8c709c3ceb990dad8aeffbb25ff,,,
head_under_another's_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,2914,CLOTHING_EXPOSURE,visual_state,NO,,3d6466b4c9d9e342d450d0805dcf67854adb4a856afacd11a6532866367485fe,,,
surrounded_by_penises,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,MEDIUM,730,DIRECT_COMPOSITE,spatial_relation,NO,,3dbcffd6b225b6e0fc0b053ebd9ffcceeb1447be9f77805baf38253b6a006a1f,,,
strapon,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1396,,,NO,,3ddc0e40a305bdc43a261fd924cd15e01236077073785f885d11632c759f6ea4,,,
bdsm,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,416,CONTEXT_MODIFIER,context,NO,,3e191400505e6003547478ba5e556cd42a4cdb1ea356b1180a618d1e3c32d70a,,,
nipple_sleeves,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,,HIGH,975,,,NO,,3e1f5354028a83237af3a4687a834da9a13b5bd1ae7842fa2643abb4cfa6d44f,,,
over_the_nose_gagged,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2603,,,NO,,3e747965462adcc80c36d0ee3e8d162b2f487e4780ea3f4dc4ac6223ad100765,,,
small_testicles,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,870,,,NO,,3e770012e19ff50b0a53fe1a0a41e1cdf5a7b46eee9987c707e9ead5daf22c9e,,,
belt_bondage,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,2455,,,NO,,3e967e1b78539dc17edd4d665cc4248d2f18954844e0baff929b1481931bd395,,,
you_gonna_get_raped,P1_SPECIAL_OR_OVERLAP,YES,YES,,,LOW,437,RELATION_ROLE_CONTEXT,context,NO,,3e97a027871048e5def861eccdd2e0985ec54483ae3e98fe565eaa17b4f1328a,,,
bondage_gear,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1946,,semantic_support,NO,,3eabca97791df45d05827c9913cb2bdb26e4785a0058505d53418c607741a3d6,,,
g_string,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2696,,,NO,,3ec3f988bcf544ab26dc1cd75177b8224d68b9ac2d74dcac66e95c66b742219e,,,
downpants,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,,HIGH,2138,POSE_COMPOSITION,camera,NO,,3ee07296bf98174a787b9945733b65fb630d9437d359e9c6a117942a03045202,,,
head_between_legs,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,2970,CLOTHING_EXPOSURE,visual_state,NO,,3ee3be372f65d6d89f1930d6ec66d8a13ca9fc133c164f28ca33cf4de273983c,,,
cuntboy_with_cuntboy,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,717,,semantic_support,NO,,3ef7bc1f4f23607b842f1cb2f6c0d130f96ff27f6d7c6f838d091b9cfab4656b,,,
untied_bikini_top,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2061,CLOTHING_EXPOSURE,visual_state,NO,,3f36873eed8cbf3f4189b6d295f2b2c07623c9da7f0b9d3a14d6d4e159548d95,,,
skirt_up,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2774,,,NO,,3f4aff27f87341ecf994fc5164d88bf0fb3c41fcae39753e9c8791635a9ca0be,,,
rapeface,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1670,,,NO,,3f53a41e954c14b06b5fd2be886ae9379a90ed941e5505a4fd48b83e4fb05b09,,,
open_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2049,CLOTHING_EXPOSURE,visual_state,NO,,3f69474c395fbb6e52d545dc05cfbe5a8b1c5f01b726604c28bff58544f3c61b,,,
tits,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2784,,,NO,,3f97a0e1384accbba65325205570b002d9484faebcd0e7b7339fa31b601681eb,,,
top-down_bottom-up,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,,HIGH,134,POSE_COMPOSITION,pose_camera,NO,,3fb83ca910d7861899cf184ea041b6347d297f67daf8e0c480a7dc3bb10a9517,,,
cooperative_testicle_sucking,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,1233,MULTI_ACTOR_INTERACTION,compound_action,NO,,3ffa312b64bd7540b602c3529888484cccc88d0dcf99c5a9828a232c2b8db3b8,,,
sexual_assault,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,442,,semantic_support,NO,,40343ed7b44ae8bad469988c999ac43314a6738914994dec2d8ecfd04633a8eb,,,
implied_fingering,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,MEDIUM,180,CONTEXT_MODIFIER,temporal_or_implied_context,NO,,404484a7b2f1f43cdf45b75bc01b066dfc46267e9820384518976e6c811fc64a,,,
semen,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,404,,,NO,,406982d9dc20898d209ed15a0f29b5e2422e35b5d4dd51bd3522d49e59fb24eb,,,
nipple_piercing,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,731,IMPLEMENT_OBJECT,implement,NO,,40701580da25b77b78bae50ed619bd388aff4657f6a5c94e26a1a4597b30ae40,,,
arm_between_breasts,P1_SPECIAL_OR_OVERLAP,YES,YES,POSE_MOVEMENT,,MEDIUM,2851,CLOTHING_EXPOSURE,visual_state,NO,,4086829f7625b879612a8e63b40c19bb898e3be7ffb38853ca18f2118efecbb2,,,
puffy_nipples,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,726,BODY_ATTRIBUTE,body_target_or_attribute,NO,,40991dd6bf1fe33a050b44c796a638dee7feb2292e356eec0d0670ffd23d692b,,,
nippleslip,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1732,,,NO,,414e2c8c3d12f37a032686addc86cb9039c445ed64fef2bee90f80151747e52c,,,
self-mutilation,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2769,,,NO,,41525c82f1385dd5bdf7a120f8dcc743206224dc3073c1bc0f772f8ee4d9f9d6,,,
hoodie_open,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2270,,semantic_support,NO,,41a6bd6c2acec63a66800308967da9abaf5f48a0df60127a8cd9fcd5d3bf80dd,,,
masturbating_while_watching,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,938,SELF_ACTION,action,NO,,420d96ba9a50e1a9af1e2dbb038839e381d721d21bf8eb6d1e915f0deaaaaf3d,,,
double_vaginal,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,548,INSERTION_STRUCTURED,bodypart_action,NO,,4245e048e89d27b32a55e8f87d53f2806ddba972746e3c07d5869c5b4c7ed7ac,,,
dress_aside,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2214,CLOTHING_EXPOSURE,visual_state,NO,,424ad4e4e19ca1de9052097f47ff3aeed8a17442bc417370ca635028cea85e72,,,
sucking_both_nipples,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,1044,ACTION_INTERACTION,action,NO,,424cac0a4180fe010aa4e0c3615b51c0e5bdf819a4b56fa7867b7c5f70ef14ba,,,
bound_tail,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,1906,RESTRAINT_ACTION,restraint_action,NO,,4252128ba1bde44b2589aa2706f169f3a5d118e775ed042f77a84ab8d0ad0ad5,,,
nude,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,636,CLOTHING_EXPOSURE,visual_state,NO,,4298f795281ec9bff0feb4bbf11c8ab93eb31998f72ce3abead0ee3250a76268,,,
pubic_tattoo_visible_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2868,CLOTHING_EXPOSURE,visual_state,NO,,42c7c40e7a078929baa6f62c0198c3cb8db003748893912fef31fe2ec959e745,,,
rape_play,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,451,,semantic_support,NO,,42c888697cf9071281dd881bb6d669ae4fa06dc64fb31816a5212081006e0b0e,,,
ass_spread,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1809,,semantic_support,NO,,42cabd9dcd332f525e8ac7b5ef34a0c038af0d2cf25379372eab01056a783146,,,
gore,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,471,,,NO,,42d663291c1f16bc44dc63639a931a435eab57fd066d141b36e290ecbcb687b6,,,
topless_other,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2419,,,NO,,42da3334996176a0092400eae10c862cd465f435c277fdcdf8dd8294d5e5f241,,,
breast_cutout,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2714,,,NO,,42fb1b4ae58e022974c630fa246a2fe35da2d0b81ae2d87c35f825db26c65675,,,
red_nipples,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,1127,,,NO,,430f38cc7479b45005f93d4cce1dd5a214123b137d7cd8b04803d30039fb9b8c,,,
teenager,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2356,,semantic_support,NO,,4364f0adba2744af7ab0906d363061d8fbdf574e0a099ac2803cf1b2f568d85d,,,
camel_toe,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1588,,,NO,,437bd6efd24cddfd1fbec7e37f6eab6111f0a78db1bf69fec7082c85835b084c,,,
masturbating_together,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,910,,,NO,,4385fe2f6365ea4631e6a211a8ade5b88574cc71d824087bf64644c3bd1ecbc9,,,
ass_hole,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1580,,,NO,,43bd7b6ce0049d87b4e22e1b96df6fb7f97fbc01bef40b388d176298e739b640,,,
anilingus,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,101,ACTION_INTERACTION,action,NO,,43c199c276415e781ef93a50f1cc277939ba02567dec2a376949fbe880bc9258,,,
panties_around_thighs,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2888,CLOTHING_EXPOSURE,visual_state,NO,,44819bf694d4ce9a859a540392572faa12c8eb09fa98e82c1141555c786cc8cb,,,
bare_breasts,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,673,,semantic_support,NO,,44be0018a915a9a117bf433bc5a10b5a358f81016ed2b811eab90a7dbc05ff78,,,
reach-around,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,50,ACTION_INTERACTION,action,NO,,45357dc03181ff89d446c35c050d6f520d7fd61d10cb7495a2cf0ebcfb6f4b12,,,
folded,P1_SPECIAL_OR_OVERLAP,YES,YES,COLOR_APPEARANCE,,MEDIUM,1747,POSE_COMPOSITION,pose_camera,NO,,4556b7fea20c5cdf1268abd6446e735d3bfb2f73db827f642a1f4c395b2dc276,,,
yellow_nipples,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,1104,,,NO,,4595fbc2d1af915fa8aebe6957c55c6d351c223aa76a21724175707ed5621ef6,,,
prostate_milking,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,703,FLUID_STATE_ACTION,effect_or_action,NO,,45a5064dbb2b0cd4a6a253504ee96b21557e56af27e6592ccbf4d3698bdd2523,,,
fuck,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,66,,,NO,,45af1aebccb404e6bc27915e733fbcf5cc91bd0287b6973316035ffa767b9abd,,,
butt_cheeks,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2638,,,NO,,46289891a09f7fa092016e22ffc99ccc1838236a32701bd32f66de4a47e9958b,,,
ballgag,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2681,,,NO,,465171e39ba510e43a0d7bc8e70625869af0e5f6307297d68ff3d50fd2412a00,,,
tamakeri,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,624,,,NO,,469755fac8fef733293138335bc9a9d9d6f88178f1bc829ad9cfb65f60e266aa,,,
nakedapron,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2683,,,NO,,46d009cc9d049bf5d172b45c3c3e68125fdaeb43f5fe2169c4730779f8ffca79,,,
tentacle_hair_ornament,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,,HIGH,1882,NONHUMAN_INTERACTION,compound_concept,NO,,46d1d12bd1dc0e8b5150d03c086b017e41172604c09cb64ebac5c9dee9968ef0,,,
futa,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1602,,,NO,,46d770319eaa6a9e11c2e391bcfd7d2dcba3376c1bca7e566a28c886b36b745d,,,
beaded_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,1022,,,NO,,46dc24461a05b21d579b48323f27f95e26961bd310ae93e247cbf89bd755c95c,,,
naughty_face,P1_SPECIAL_OR_OVERLAP,YES,YES,EXPRESSION_EMOTION,,MEDIUM,649,REACTION_STATE,reaction,NO,,473eb272663a4349c9e5df837035c39c65a7026430ff096b6ad13332a5ea4006,,,
knot_gag,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP/DAILY,,HIGH,2512,RESTRAINT_IMPLEMENT,restraint,NO,,47babb9d203da7b8838989e9a37f98863d7aed0dcb6e6d31176c88d92064ad4b,,,
smelling_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,983,ACTION_INTERACTION,action,NO,,47c15a03b6a2c026f64f7d96ac3beaf1df1f14673993d4e881cf43720b1337e8,,,
sexual_gore,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,486,,semantic_support,NO,,47f20b797cbb6fd2b5470d32f8a5b0c9c7e0c0ea074ae2d7677d821abc6903e9,,,
cleave_gagged,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2579,,,NO,,4803bf8c230ab57794350d463cd68c6c52fc4fcc88241a9648b78823dea538b3,,,
gold_chastity_cage,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,,HIGH,1059,,,NO,,482e366545837b83ab20c308d9c483b169456592936074ef434775f56abfac62,,,
stethoscope_on_nipple,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,1178,,,NO,,4877bd78e80c8bbba401efd7b1a454adb31dab20e10a114d705a9faded6084ac,,,
adult_toy,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,305,,semantic_support,NO,,488ffdfeea2e9c1fd28ba962979af8d3d9fb66f8dd4b1a6b5a9dd81a08a304b7,,,
veiny_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,583,BODY_ATTRIBUTE,body_target_or_attribute,NO,,48a23f52e71df4c0967baad25c664a0ce81a49fb376c38bcdb17946de7523d1f,,,
ass-up_head-down,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1610,,,NO,,48a97003f671222d5ecdbfb9b711d957294cb5730d2397ba1cd429158db448b8,,,
sumata,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1376,,,NO,,48bdfc5eaa79b19a480bf089cb91787803ddf4808126287b80ad654a74215007,,,
areola,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2180,,semantic_support,NO,,48cc9385563652dbd2300f916e8e5deaf02d2e4e9a62cf05cff2630b526fc732,,,
boyshort_panties,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,,HIGH,2080,CLOTHING_EXPOSURE,visual_state,NO,,48e805137b8b497bd5a58de6c088a3aaa7368bc9e358f60b3a45561b99485521,,,
pov_crotch,P1_SPECIAL_OR_OVERLAP,YES,YES,COMPOSITION_CAMERA,,HIGH,2809,POSE_COMPOSITION,pose_camera,NO,,48eaf50f66c20c90145a1e554b3fff612818ead47f8ea14e153ddb9f5d1c414b,,,
brown_blindfold,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2594,,,NO,,491ba97c54d0afa9f48510c9f11be7085a3c21371f51403885b10c51613a2b4b,,,
chastity_cage_removed,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1558,,,NO,,4923dbcf2d226604963549d733ab0fa170ec12a448dc1828fc1201ad734ec190,,,
gloryhole,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1669,,,NO,,492615affadaeb239408e477d45addb1dcee3286662cd2e108058ec3f5c53701,,,
spread_eagle_position,P1_SPECIAL_OR_OVERLAP,YES,YES,POSE_MOVEMENT,,HIGH,2925,POSE_COMPOSITION,pose_camera,NO,,493b33647d1a823e53afbdeeb9ff4592a872a42ee0bae7cf18cb5e87d12f4a35,,,
blow_job,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1592,,,NO,,494207a18c40ee1512894be6e2c0ce798b45cd72318975067ed2476102e951b8,,,
blood,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,2164,DAMAGE_STATE_ACTION,state_or_action,NO,,4950d545d7b4840389293d21393185141cd03bb18903066b7df3ecde444b13ed,,,
facesitting,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,140,,,NO,,495e1beac245e1466865d2c46dcd67f5de2d79ceb299a3988bedba99655b1906,,,
fingering_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,175,INSERTION_STRUCTURED,bodypart_action,NO,,49638949f9d27d3e659c3e047d6a6507172979e9e82250d257bf82b47f5006c3,,,
peeing_panties,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2565,,,NO,,499f34c27c54b0bf71786c1ca2ee7365b93107acfb4f9ae729162be4f7dbf52b,,,
semen_on_lower_body,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1279,,,NO,,49beadf96d71ec556992e6669d8f6d5440e28970bcf4e4df245c44a14530134a,,,
licking_testicles,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1436,,,NO,,49de2489fa2c3c50c0b75e5df3bb4700e69378f6d3cf413eddfd61a5fe5e64eb,,,
spade_pasties,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP/DAILY,,MEDIUM,2436,,,NO,,4a64eaa6cd9b535b5d2085044f4d5815d93d0fa7a726ba039db2f9b32213ff04,,,
glory_wall,P1_SPECIAL_OR_OVERLAP,YES,YES,PLACE_BACKGROUND,,MEDIUM,501,SCENE_CONTEXT,scene_context,NO,,4a7663efd8710fff8afb38c410f52942232e7b62efc997584d5e4d7a657a6301,,,
drooling,P1_SPECIAL_OR_OVERLAP,YES,YES,EXPRESSION_EMOTION,,HIGH,2158,FLUID_STATE_ACTION,effect_or_action,NO,,4a7cc8c7dc2fedc3df76b7d66cc0e9e35f0fd4a2f0e3c0814d9b10e695984a26,,,
hand_on_own_ass,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,2825,ACTION_INTERACTION,action,NO,,4a7da84a6f35998edd37dbb2e814211ddeaf414bc0ffb972c8b1f7b734bc3a5d,,,
cupless_bra,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2097,CLOTHING_EXPOSURE,visual_state,NO,,4a8c49126b66de2fc3181060351933ff9968c2fba9c78f47658009e0e3ea5960,,,
shorts_pull,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,2243,CLOTHING_EXPOSURE,visual_state,NO,,4ac98d90383d0c8a3084cb68061d4a4bf18aa52547823cc8263c6840ede5f69d,,,
multiple_pregnancy,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,2967,BODY_STATE,body_state,NO,,4acc592e85bc5582c1b05c744e9808da2aef38e24becba682422bcd92f290004,,,
imminent_pegging,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,1229,,,NO,,4ae226e6d278fb17eb11519420c7ab76f98a20eb865bc50b39989fa8953435a3,,,
