identity_key,priority_band,is_general,is_special,general_primary_path,special_id,generation_family,issue104_risk
imminent_vore,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,943,CONTEXT_MODIFIER,NO
stealth_fingering,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1115,,NO
sock_on_penis,P1_SPECIAL_OR_OVERLAP,NO,YES,,1531,,NO
clitoris_piercing,P1_SPECIAL_OR_OVERLAP,NO,YES,,2581,,NO
bra_visible_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2824,CLOTHING_EXPOSURE,NO
tail_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1053,,NO
spreadpussy,P1_SPECIAL_OR_OVERLAP,NO,YES,,1605,,NO
covering_privates,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2306,CLOTHING_EXPOSURE,NO
urethral_sounding,P1_SPECIAL_OR_OVERLAP,NO,YES,,219,,NO
tentacle_boy,P1_SPECIAL_OR_OVERLAP,NO,YES,,1893,,NO
josou_seme,P1_SPECIAL_OR_OVERLAP,YES,YES,PERSON_COUNT,2371,RELATION_ROLE_CONTEXT,NO
masochism,P1_SPECIAL_OR_OVERLAP,YES,YES,EXPRESSION_EMOTION,1957,RELATION_ROLE_CONTEXT,NO
no_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,989,BODY_ATTRIBUTE,NO
curved_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1070,,NO
nearly_naked_coat,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2465,,NO
lewd_content,P1_SPECIAL_OR_OVERLAP,NO,YES,,1708,,NO
titjob,P1_SPECIAL_OR_OVERLAP,NO,YES,,526,,NO
table_humping,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,94,SELF_ACTION,NO
long_nipples,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,859,,NO
hands_tied,P1_SPECIAL_OR_OVERLAP,NO,YES,,1951,,NO
legs_over_head,P1_SPECIAL_OR_OVERLAP,YES,YES,POSE_MOVEMENT,1751,POSE_COMPOSITION,NO
tablesex,P1_SPECIAL_OR_OVERLAP,NO,YES,,1666,,NO
shoe_pull,P1_SPECIAL_OR_OVERLAP,NO,YES,,2276,,NO
gokkun,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,369,FLUID_STATE_ACTION,NO
bikini_bottom_aside,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2044,CLOTHING_EXPOSURE,NO
naked_necktie,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2411,CLOTHING_EXPOSURE,NO
face_between_breasts,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2857,CLOTHING_EXPOSURE,NO
biting_breast,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2927,ACTION_INTERACTION,NO
anal_training,P1_SPECIAL_OR_OVERLAP,NO,YES,,161,,NO
bra_peek,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2522,CLOTHING_EXPOSURE,NO
erection_under_blanket,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2742,DIRECT_COMPOSITE,NO
yellow_blindfold,P1_SPECIAL_OR_OVERLAP,NO,YES,,2600,,NO
licking_own_nipple,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1007,ACTION_INTERACTION,NO
cunnilingus,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,681,ACTION_INTERACTION,NO
fake_penis_shadow,P1_SPECIAL_OR_OVERLAP,YES,YES,STYLE_QUALITY_META,1117,,NO
revealing_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2116,CLOTHING_EXPOSURE,NO
pussy_grip,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1008,,NO
oral_sandwich,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,107,MULTI_ACTOR_INTERACTION,NO
wings_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2950,CLOTHING_EXPOSURE,NO
