identity_key,priority_band,is_general,is_special,general_primary_path,special_id,generation_family,issue104_risk
simulated_bukkake,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,973,CONTEXT_MODIFIER,NO
bra_open,P1_SPECIAL_OR_OVERLAP,NO,YES,,2179,,NO
male_underwear_pull,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2376,CLOTHING_EXPOSURE,NO
cfnf,P1_SPECIAL_OR_OVERLAP,NO,YES,,2265,,NO
slap_mark_on_ass,P1_SPECIAL_OR_OVERLAP,NO,YES,,2690,,NO
shaving_pussy,P1_SPECIAL_OR_OVERLAP,NO,YES,,1523,,NO
clit_slip,P1_SPECIAL_OR_OVERLAP,NO,YES,,1729,,NO
sexual_activity,P1_SPECIAL_OR_OVERLAP,NO,YES,,81,,NO
censored_anus,P1_SPECIAL_OR_OVERLAP,YES,YES,STYLE_QUALITY_META,857,BODY_ATTRIBUTE,NO
knot_gagged,P1_SPECIAL_OR_OVERLAP,NO,YES,,2624,,NO
no_briefs,P1_SPECIAL_OR_OVERLAP,NO,YES,,2732,,NO
crossdressing_(mtf),P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2367,CLOTHING_EXPOSURE,NO
hairjob,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,37,ACTION_INTERACTION,NO
towel_open,P1_SPECIAL_OR_OVERLAP,NO,YES,,2278,,NO
micro_panties,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,2848,CLOTHING_EXPOSURE,NO
camisole,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,2084,CLOTHING_EXPOSURE,NO
stepped_on,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,1964,RESTRAINT_ACTION,NO
biting_foreskin,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1134,ACTION_INTERACTION,NO
peed_self,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1989,FLUID_STATE_ACTION,NO
futanari_pov,P1_SPECIAL_OR_OVERLAP,YES,YES,COMPOSITION_CAMERA,2746,POSE_COMPOSITION,NO
nipple_stimulation,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,727,ACTION_INTERACTION,NO
open_pussy,P1_SPECIAL_OR_OVERLAP,NO,YES,,1299,,NO
penis_drawing,P1_SPECIAL_OR_OVERLAP,NO,YES,,1565,,NO
hysterectomy,P1_SPECIAL_OR_OVERLAP,NO,YES,,1793,,NO
bare_back,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2208,CLOTHING_EXPOSURE,NO
pants_around_one_leg,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2878,CLOTHING_EXPOSURE,NO
eyed_tentacle,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1865,NONHUMAN_INTERACTION,NO
labia_clamps,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1183,,NO
cuntboy_with_female,P1_SPECIAL_OR_OVERLAP,NO,YES,,718,,NO
trap,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP,2374,RELATION_ROLE_CONTEXT,NO
sexual_stimulation,P1_SPECIAL_OR_OVERLAP,NO,YES,,83,,NO
personality_excrement,P1_SPECIAL_OR_OVERLAP,YES,YES,,457,FLUID_STATE_ACTION,NO
naked_gakuran,P1_SPECIAL_OR_OVERLAP,NO,YES,,2563,,NO
testicle_peek,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,597,BODY_ATTRIBUTE,NO
schoolboy,P1_SPECIAL_OR_OVERLAP,NO,YES,,2379,,NO
strapless_bottom,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,2121,CLOTHING_EXPOSURE,NO
about_to_be_raped,P1_SPECIAL_OR_OVERLAP,NO,YES,,1351,,NO
anal_prolapse,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,145,BODY_STATE,NO
see-through_cleavage,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2384,CLOTHING_EXPOSURE,NO
stocks,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP/DAILY,1840,RESTRAINT_IMPLEMENT,NO
backless_pants,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2075,CLOTHING_EXPOSURE,NO
nude_hoodie,P1_SPECIAL_OR_OVERLAP,NO,YES,,2582,,NO
nipple_ring_dress,P1_SPECIAL_OR_OVERLAP,NO,YES,,2127,,NO
pantyjob,P1_SPECIAL_OR_OVERLAP,NO,YES,,1672,,NO
piss_bottle,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP/DAILY,2487,,NO
nipple_suck,P1_SPECIAL_OR_OVERLAP,NO,YES,,2548,,NO
penis_pump,P1_SPECIAL_OR_OVERLAP,NO,YES,,610,,NO
dark_pussy,P1_SPECIAL_OR_OVERLAP,NO,YES,,1426,,NO
